Date,City,Cause of Death
2005-05-18,"State Highway 27 Ngarua Morrinsville, New Zealand",Vehicle Accident - Bus
2005-05-18,"State Highway 27 Ngarua Morrinsville, New Zealand",Vehicle Accident - Bus
2004-10-16,"Te Awanga, Hastings, New Zealand",Other Accident
2004-09-07,"Treble Cone Ski Field, Mount Aspiring Road, Wanaka, New Zealand",Other Accident
2004-03-18,"The Neck Wanaka Makaroa Highway, New Zealand",Vehicle Accident - Motorcycle
2004-02-13,"Kaikoura, New Zealand",Vehicle Accident - Motorcycle
2004-01-24,"Rarotonga, Cook Islands",Drowning
2003-03-28,"Kaikoura Railway Station, Kaikoura, New Zealand",Train Accident
2002-12-07,"Leigh Road, Matakana, New Zealand",Vehicle Accident - Auto
2002-11-09,"Invercargill, New Zealand",Vehicle Accident - Auto
2002-10-07,"Arorangi, Rarotonga, Cook Islands",Drowning
2012-08-30,"San Juan del Sur, Rivas, Nicaragua",Drowning
2012-07-08,"San Juan del Sur, Rivas, Nicaragua",Suicide
2012-05-26,"Tola, Nicaragua",Drowning
2012-02-13,"Rivas, Nicaragua",Drowning
2011-12-21,"Granada, Nicaragua",Suicide
2011-09-15,"San Juan Del Sur, Rivas, Nicaragua",Drowning
2011-07-30,"Managua, Nicaragua",Vehicle Accident - Motorcycle
2011-05-13,"Managua, Nicaragua",Homicide
2011-04-10,"Managua, Nicaragua",Vehicle Accident - Auto
2011-03-25,"Rivas, Nicaragua",Drowning
2011-03-21,"Moyogalpa, Rivas, Nicaragua",Suicide
2011-02-10,"Waslala, R.A.A.N., Nicaragua",Vehicle Accident - Auto
2010-12-03,"Nueva Segovia, Nicaragua",Vehicle Accident - Auto
2010-11-14,"Managua, Nicaragua",Homicide
2010-08-26,"Managua, Nicaragua",Suicide
2010-08-20,"Managua, Nicaragua",Vehicle Accident - Auto
2010-08-19,"Managua, Nicaragua",Vehicle Accident - Auto
2010-08-19,"Managua, Nicaragua",Vehicle Accident - Auto
2010-08-14,"San Marcos, Carazo, Nicaragua",Homicide
2009-12-01,"Managua, Nicaragua",Homicide
2009-09-13,"San Marcos, Carazo, Nicaragua",Other Accident
2009-08-29,"Leon, Nicaragua",Homicide
2009-08-06,"Managua, Nicaragua",Vehicle Accident - Auto
2009-08-05,"Managua, Nicaragua",Vehicle Accident - Auto
2009-06-16,"San Juan Del Sur, Rivas",Drowning
2009-02-20,"Managua, Nicaragua",Suicide
2008-12-14,"Rivas, Nicaragua",Other Accident
2008-12-09,"Managua, Nicaragua",Homicide
2008-05-18,"Managua, Nicaragua",Other Accident
2008-04-27,"Corinto, Chinandega, Nicaragua",Drowning
2008-03-09,"Managua, Nicaragua",Vehicle Accident - Auto
2008-02-14,"Managua, Nicaragua",Suicide
2008-02-14,"Managua, Nicaragua",Suicide
2008-02-03,"Santa Cruz, Ometepe, Rivas, Nicaragua",Suicide
2007-05-27,"Managua, Nicaragua",Homicide
2007-05-13,"Barrio El Calvario, Esteli",Homicide
2007-04-28,"Altamira, Managua",Homicide
2007-03-12,"Jiquilillo, Chinandega",Suicide
2006-10-15,"Managua, Nicaragua",Vehicle Accident - Auto
2006-08-18,"Juigalpa, Chontales, Nicaragua",Vehicle Accident - Auto
2006-07-14,"Managua, Nicaragua",Homicide
2006-04-05,"Ticuantepe, Managua, Nicaragua",Homicide
2006-04-03,"Lake Nicaragua, Chontales, Nicaragua",Drowning
2006-04-03,"Lake Nicaragua, Chontales, Nicaragua",Drowning
2006-01-18,"Municipality Of Boaco, Boaco Department, Nicaragua",Vehicle Accident - Auto
2005-07-11,"San Juan Del Sur, Rivas, Nicaragua",Vehicle Accident
2005-04-17,"Managua, Nicaragua",Suicide
2005-04-13,"Leon, Nicaragua",Other Accident
2004-12-14,"Km 62 Carretera Norte, Tipitapa, Managua, Nicaragua",Vehicle Accident - Auto
2004-11-17,"Volcan Maderas, Isla De Ometepe, Nicaragua",Other Accident
2004-11-15,"Nandaime, Granada, Nicaragua",Vehicle Accident - Auto
2004-04-08,"Managua, Nicaragua",Suicide
2004-02-23,"Llanos De Pacaya, Carazo, Nicaragua",Suicide
2003-10-04,"Rivas, Nicaragua",Other Accident
2012-12-26,"Aku, Enugu, Nigeria",Homicide
2012-10-12,"Lagos, Nigeria",Suicide
2012-08-07,"Delta State, Nigeria",Drowning
2012-06-20,"Port Harcourt, Nigeria",Homicide
2012-06-13,"Edo State, Nigeria",Vehicle Accident - Auto
2012-06-03,"Lagos, Nigeria",Air Accident
2012-06-03,"Lagos, Nigeria",Air Accident
2012-06-03,"Lagos, Nigeria",Air Accident
2012-01-27,"Lagos, Nigeria",Air Accident
2011-08-06,"Abuja, Nigeria",Other Accident
2011-06-18,"Riyom, Jos, Nigeria",Vehicle Accident - Auto
2011-04-12,"Okigwe, Abia State, Nigeria",Vehicle Accident - Auto
2010-12-01,"Lagos, Nigeria",Homicide
2010-10-20,"Anambra State, Nigeria",Homicide
2010-05-30,Nigeria,Vehicle Accident - Auto
2010-04-23,"Port Harcourt,Rivers, Nigeria",Homicide
2010-04-04,"Port Harcourt,RiversNigeria",Homicide
2010-04-03,"Port Harcourt,Rivers, Nigeria",Homicide
2010-03-14,"Lekki Ajah,Lagos, Nigeria",Drowning
2009-05-04,"Lagos, Nigeria",Homicide
2008-12-25,"Lagos, Nigeria",Suicide
2008-11-06,"Isuikwuato ,abia, Nigeria",Homicide
2008-10-05,"Port Harcourt, Nigeria",Other Accident
2008-07-29,"Lagos, Nigeria",Drowning
2008-03-22,"Lagos-ibadan Expressway, Ogun State, Nigeria",Vehicle Accident - Auto
2007-12-23,"Onitsha, Enugu, Nigeria",Homicide
2007-11-11,"Airport Road, Abuja, Nigeria",Vehicle Accident - Auto
2007-09-09,"Ajah, Lagos, Nigeria",Homicide
2007-05-24,"Lagos, Nigeria",Homicide
2007-05-11,"Lagos, Nigeria",Homicide
2007-04-09,"Gombe - Bauchi Road, Gombe State",Vehicle Accident - Bus
2007-02-02,"Bauchi, Bauchi",Vehicle Accident - Auto
2007-01-02,"Umuasengu, Enugu",Homicide
2006-11-05,"Lagos, Nigeria",Homicide
2005-12-11,"Umuahia, Abia State, Nigeria",Vehicle Accident - Bus
2005-12-10,"Rivers State, Nigeria",Air Accident
2005-10-22,"Lagos, Nigeria",Air Accident
2005-04-01,"Sokoto, Nigeria",Homicide
2005-03-09,"Benin-lagos Road, Nigeria",Vehicle Accident - Auto
2005-01-11,"Enugu, Nigeria",Homicide
2004-09-17,"Lagos, Nigeria",Vehicle Accident - Auto
2004-08-20,"Lagos, Nigeria",Other Accident
2004-07-26,"Escravos, Nigeria (offshore)",Air Accident
2004-07-26,"Gulf Of Guinea, Off The Coast Of Nigeria",Air Accident
2004-07-07,"Akwanga Road, Nigeria",Vehicle Accident - Auto
2004-06-27,"Lagos, Nigeria",Vehicle Accident - Auto
2004-04-23,"Escravos, Nigeria",Homicide
2004-04-23,"Escravos, Nigeria",Homicide
2003-05-15,"Anambra, Nigeria",Homicide
2003-01-14,"Lagos, Nigeria",Other Accident
2012-08-29,"Farsund, Norway",Suicide
2012-06-27,"Eidfjord, Norway",Other Accident
2011-11-12,"Loerenskog, Norway",Drug-Related
2011-06-18,"Flakstad, Nordland, Norway",Vehicle Accident - Other
2010-10-07,"Moskenes Municipality, Norway",Other Accident
2010-10-07,"Vikesaa, Norway",Vehicle Accident - Auto
2010-07-05,"Skien, Norway",Vehicle Accident - Auto
2010-05-26,"Holmestrand, Norway",Maritime Accident
2009-09-14,"Eiekrapen, Norway",Vehicle Accident - Other
2009-03-25,"Karmoey Dps, Oestrem, 4291 Kopervik",Suicide
2008-04-27,"Flekkefjord, Norway",Vehicle Accident - Auto
2008-04-02,"Oslo, Norway",Drug-Related
2007-09-10,"Gildeskaal, Meloey, Norway",Other Accident
2007-08-28,"Ruksvei 212, Nes, Norway ",Vehicle Accident - Motorcycle
2007-05-31,"Toppen, Norway",Suicide
2005-10-03,"Mandal, Norway",Suicide
2005-03-20,"Hundvaag/stavanger, Norway",Vehicle Accident - Pedestrian
2004-12-27,"Bergen, Norway",Suicide
2004-09-19,"Moss, Norway",Other Accident
2003-05-27,"Hafrsfjord, Norway",Suicide
2003-05-04,"Found At Slettefjell, Sauland, Norway",Air Accident
2003-03-15,"Son, Norway",Homicide
2009-12-10,"Sur, Oman",Other Accident
2005-02-09,"Al Zahiya, Wilayat Of Liwa, Oman",Vehicle Accident - Auto
2003-12-31,"Seeb, Oman",Homicide
2003-12-24,"Al Gaftain, Wilayat Of Haima, South Of Muscat, Oman",Vehicle Accident - Auto
2011-11-18,"Karachi, Pakistan",Suicide
2011-11-01,"Gujrat, Punjab, Pakistan",Homicide
2011-07-05,"Multan, Punjab, Pakistan",Vehicle Accident - Motorcycle
2010-10-21,"Islamabad, Pakistan",Vehicle Accident - Motorcycle
2010-08-19,"Sanghar, Sindh, Pakistan",Homicide
2010-07-28,"Islamabad, Pakistan",Air Accident
2010-07-28,"Islamabad, Pakistan",Air Accident
2010-07-28,"Islamabad, Pakistan",Air Accident
2010-06-29,"Mingora-Swat,Khyber Pakhtun Khuwa, Pakistan",Homicide
2009-11-27,"Lahore ,Punjab, Pakistan",Vehicle Accident - Auto
2009-09-26,"Jamshoro District, Pakistan",Vehicle Accident - Auto
2009-07-06,"Gujrat, Pakistan",Homicide
2009-03-07,"Lahore, Punjab, Pakistan",Vehicle Accident - Auto
2009-03-03,"Rawalpindi, Punjab, Pakistan",Homicide
2009-02-17,"Peshawar, Nwfp, Pakistan",Homicide
2008-11-12,"Peshawar, Pakistan",Terrorist Action
2008-09-20,"Islamabad, Pakistan",Terrorist Action
2008-09-08,"Mirpurkhas, Pakistan",Homicide
2008-05-26,"Kanchanaburi, Pakistan",Homicide
2008-03-03,"Bahauddin, Pakistan",Homicide
2008-01-28,"Islamabad, Pakistan",Suicide
2007-11-21,"Karachi, Pakistan",Homicide
2007-08-29,"Islamabad, Pakistan",Homicide
2007-08-29,"Islamabad, Pakistan",Homicide
2007-08-25,"Motorway, Faisalabad, Punjab",Vehicle Accident - Auto
2006-11-25,"Rahim Yar Khan, Punjab, Pakistan",Vehicle Accident - Auto
2006-05-21,"Rawalpindi, Punjab, Pakistan",Homicide
2006-03-02,"Karachi, Pakistan",Terrorist Action
2005-12-24,"Karachi, Pakistan",Homicide
2005-10-08,"Jalalabad, Muzaffarabad",Disaster
2005-07-09,"Shipton Spire Base Camp, Skardu, Pakistan",Other Accident
2005-04-30,"Al-murtaza Manzil, Chak No. 7, W-b Danewal, Vehari, Punjab, Pakistan",Homicide
2003-06-30,"Murree, Punjab, Pakistan",Homicide
2003-06-30,"Murree, Punjab, Pakistan",Homicide
2003-02-24,"7 Nautical Miles Nw Off Churna Island Near Karachi, Pakistan",Air Accident
2003-02-24,"7 Nautical Miles Nw Off Churna Island Near Karachi, Pakistan",Air Accident
2003-02-24,"7 Nautical Miles Nw Off Churna Island Near Karachi, Pakistan",Air Accident
2002-11-14,"Haripur, N.w.f.p., Pakistan",Homicide
2005-06-27,"Koror, Palau",Maritime Accident
2004-05-17,"Blue Corner Dive Site, Koror, Palau",Drowning
2003-12-22,"Koror, Palau",Homicide
2012-12-29,"Palenque, Colon, Panama",Homicide
2012-09-07,"Panama, Panama",Homicide
2012-06-02,"Alanje, Chiriqui, Panama",Drowning
2012-05-23,"Montijo, Veraguas, Panama",Drowning
2012-04-29,"Panama City, Panama",Suicide
2012-04-19,"Panama City, Panama",Homicide
2012-04-19,"Panama City, Panama",Homicide
2012-04-06,"Panama City, Panama",Air Accident
2012-03-29,"Panama City, Panama",Suicide
2012-01-10,"Boquete, Chiriqui, Panama",Vehicle Accident - Auto
2011-12-03,"Chame, Panama",Air Accident
2011-05-03,"Anton, Santa Clara.,Panama",Vehicle Accident - Auto
2011-04-05,"San Bartolo,Veraguas, Panama",Suicide
2011-04-01,"Chiriqui, Panama",Suicide
2011-02-01,"Calidonia, Panama",Other Accident
2010-12-06,"Chiriqui, Panama",Suicide
2010-03-29,"Dolega, Panama",Homicide
2010-02-19,"Panama City, Panama",Homicide
2009-09-19,"Punta Prieta, ,Chame, Panama",Other Accident
2009-09-17,"Chiriqui, Panama",Suicide
2009-07-11,"District of Alanje ,Province Of Chiriqui, Panama",Drowning
2009-05-27,"Chame, Espave, Panama",Homicide
2009-02-28,"Juan Diaz, Panama, Panama",Homicide
2009-01-17,"San Francisco, Panama, Panama",Maritime Accident
2008-12-07,"Carrasquilla, Panama",Vehicle Accident - Pedestrian
2008-09-21,"San Miguelito, Panama",Homicide
2008-09-12,"Bocas Del Toro, Panama",Homicide
2008-09-05,"Panama City, Panama",Suicide
2008-07-17,"Bocas Del Toro, Panama",Drowning
2008-04-10,"Playa Leona, La Chorrera, Panama",Vehicle Accident - Auto
2008-03-25,"Nombre De Dios,santa Isabel District, Colon",Vehicle Accident - Auto
2008-03-09,"Las Uvas, San Carlos, Chame, Panama",Vehicle Accident - Auto
2008-03-04,"Playa Wizard, Bastimentos, Bocas Del Toro Island, Bocas Del Toro",Drowning
2008-01-27,"Kilometer 56, Changuinola, Almirante, Bocas Del Toro, Panama",Vehicle Accident - Auto
2007-12-23,"Boquete, Alto Chiriqui, Chiriqui, Panama",Air Accident
2007-12-23,"Boquete, Alto Chiriqui, Chiriqui, Panama",Air Accident
2007-10-14,"San Felipe, Las Bovedas Beach Catedral, Panama City, Panama",Drowning
2007-07-08,"Chame, Espave, Panama",Vehicle Accident - Motorcycle
2007-04-06,"Cerro La Cruz, El Valle Anton, Panama",Other Accident
2007-04-06,"El Valle, Anton, Cocle, Panama",Vehicle Accident - Auto
2007-01-09,"Granito De Oro Island, Montijo, Veraguas, Panama",Drowning - Ocean
2006-07-25,"Highway Br 050, Km 150, Panama",Vehicle Accident - Auto
2006-06-14,"Panama City, Panama",Homicide
2006-04-26,"Las Lajas, San Felix, Chiriqui, Panama",Drowning
2006-02-21,"Chiriqui, Panama",Other Accident
2005-12-21,"Transismica Road, Buena Vista, Colon, Panama",Vehicle Accident - Auto
2005-11-25,"Majagua River, David, Province Of Chiriqui, Panama",Drowning
2005-04-20,"Panama City, Panama",Homicide
2005-04-16,"Panama City, Panama",Other Accident
2005-02-05,"Santo Domingo, Las Tablas, Los Santos Province, Panama",Vehicle Accident - Auto
2005-02-05,"Via Interamericana, El Coco, Penonome, Cocle Province, Panama",Vehicle Accident - Auto
2004-12-20,"Panama City, Panama",Other Accident
2004-09-05,"Panama City, Panama",Other Accident
2004-07-24,"Los Algarrobos, Dolega, Chiriqui, Panama",Vehicle Accident - Auto
2004-07-02,"Tocumen International Airport, Panama",Air Accident
2004-07-02,"Tocumen International Airport, Panama",Air Accident
2004-07-02,"Tocumen International Airport, Panama",Air Accident
2004-07-02,"Tocumen International Airport, Panama",Air Accident
2004-06-04,"Gamboa, Panama Province, Panama",Homicide
2004-05-28,"Panama City, Panama",Homicide
2004-05-14,"Isla Bocas, Bocas Del Toro, Panama",Air Accident
2003-11-08,"Canglon, Darien, Panama",Air Accident
2003-05-31,"Bella Vista, Panama",Suicide
2003-05-29,"Calidonia, Panama",Vehicle Accident - Auto
2003-01-06,"Bocas Del Toro, Panama",Drowning
2002-11-21,"Campo Lindberg, Panama",Suicide
2012-11-26,"Wewak, East Sepik, Papua New Guinea",Other Accident
2010-10-05,"Efate, Papua new Guinea",Drowning
2007-03-26,"Alotau, Milne Bay, Papua New Guinea",Other Accident
2012-04-18,"Carmen Del Parana, Itapua, Paraguay",Vehicle Accident - Auto
2012-04-18,"Carmen Del Parana, Itapua, Paraguay",Vehicle Accident - Auto
2011-11-27,"Paraguari, Paraguay",Vehicle Accident - Auto
2011-08-13,"Ciudad Del Este, Paraguay",Homicide
2010-09-07,"Asuncion, Paraguay",Homicide
2009-12-05,"Alto Parana, Paraguay",Homicide
2005-11-24,"Colonia Florida, J.e. Estigarribia, Caaguazu, Paraguay",Other Accident
2005-05-14,"Horqueta, Paraguay",Vehicle Accident - Auto
2012-12-27,"Huarmey, Ancash, Peru",Other Accident
2012-12-18,"Cusco, Cusco, Peru",Drowning
2012-10-07,"Lima, Peru",Suicide
2012-09-15,"Cusco, Cusco, Peru",Vehicle Accident - Motorcycle
2012-08-28,"Calca, Cusco, Peru",Vehicle Accident - Auto
2012-08-28,"Calca, Cusco, Peru",Vehicle Accident - Auto
2012-07-14,"Huaraz, Ancash, Peru",Other Accident
2012-07-14,"Huaraz, Ancash, Peru",Other Accident
2012-02-26,"Iquitos, Peru",Suicide
2011-10-20,"Niraco, Arequipa, Peru",Vehicle Accident - Auto
2011-05-25,"Lima, Peru",Suicide
2011-05-07,"Ilo,Moquegua, Peru",Homicide
2010-11-04,"Chaclacayo, Peru",Vehicle Accident - Other
2010-09-19,"Carreratera Oxapampa, Oxapampa-Pozuzo, Peru",Vehicle Accident - Auto
2010-08-27,"Lima, Peru",Homicide
2010-08-01,"Morococha, La Oroya, Peru",Other Accident
2010-07-31,"Nevado Yanapaccha, Huaraz, Peru",Other Accident
2010-06-03,"Caraz,Huaraz, Peru",Other Accident
2010-05-22,"Iquitos, Peru",Drowning
2009-06-01,"Lima, Peru",Vehicle Accident - Bus
2009-06-01,"Lima, Peru",Vehicle Accident - Bus
2009-04-13,"Lima, Peru",Homicide
2009-03-19,"Lima, Peru",Other Accident
2009-03-19,"Lima, Peru",Other Accident
2009-01-03,"Lima, Peru",Other Accident
2008-07-05,"Abancay, Peru",Other Accident
2008-01-03,"Cabanaconde, Arequipa, Peru",Other Accident
2007-11-04,"Paucartambo, Cuzco, Peru",Other Accident
2007-08-30,"Pucallpa, Ucayali, Peru",Drug-Related
2007-04-22,"Cusco, Cusco, Peru",Suicide
2007-03-11,"Panamericana Sur, Lurin, Peru",Other Accident
2006-05-24,"Talara, Peru",Drowning
2006-05-14,"Juliaca, Puno, Peru",Other Accident
2006-03-31,"Kayllapampa-quiquijana Cusco, Peru",Drowning
2006-03-31,"Kayllapampa-quiquijana Cusco, Peru",Drowning
2006-03-01,"San Jeronimo, Cusco, Peru",Other Accident
2006-03-01,"San Jeronimo, Cusco, Peru",Other Accident
2005-08-23,"Pucallpa, Peru",Air Accident
2005-08-23,"Pucallpa, Peru",Air Accident
2005-02-09,"Callao, Peru",Other Accident
2004-06-03,"Av. Del Parque, La Molina, Lima, Peru",Other Accident
2004-03-24,"Cascas, Trujillo, Peru",Other Accident
2004-02-20,"Chancay Province, Peru",Vehicle Accident - Bus
2003-12-06,"Lima, Peru",Vehicle Accident - Auto
2003-06-01,Peru,Other Accident
2003-01-09,"San Geronimo De Paclas, Luya, Amazonas, Peru",Air Accident
2012-10-07,"Nueva Ecija, Philippines",Homicide
2012-10-04,"Danao City, Cebu, Philippines",Homicide
2012-09-04,"Olongapo City, Zambales, Philippines",Suicide
2012-09-02,"Pasay City,Philippines",Homicide
2012-08-12,"Pasay City, Philippines",Vehicle Accident - Motorcycle
2012-08-09,"San Fernando, Pampanga, Philippines",Homicide
2012-07-29,"Iloilo City, Philippines",Vehicle Accident - Auto
2012-07-24,"Manila, Philippines",Homicide
2012-07-20,"Paranaque City, Philippines",Homicide
2012-06-10,"Makati, Philippines",Suicide
2012-05-28,"Manila, Philippines",Vehicle Accident - Auto
2012-05-07,"Tacloban City, Leyte, Philippines",Vehicle Accident - Motorcycle
2012-04-24,"Tacloban City, Leyte, Philippines",Vehicle Accident - Motorcycle
2012-04-21,"Angeles City, Pampanga, Philippines",Other Accident
2012-04-01,"San Felipe, Zambales, Philippines",Homicide
2012-03-01,"Dinalupihan, Bataan, Philippines",Homicide
2012-02-12,"Angeles City, Pampanga, Philippines",Vehicle Accident - Motorcycle
2012-02-06,"Quezon City, Philippines",Suicide
2012-01-31,"San Marcelino, Zambales, Philippines",Homicide
2012-01-27,"Marilao, Bulacan, Philippines",Vehicle Accident - Auto
2012-01-03,"Woodridge Park, Davao, Philippines",Homicide
2012-01-03,"Batangas City, Batangas, Philippines",Suicide
2011-12-26,"Makati City, Philippines",Suicide
2011-12-24,"Tagaytay, Cavite, Philippines",Homicide
2011-12-23,"Pangasinan, Philippines",Other Accident
2011-12-19,"Palawan, Philippines",Vehicle Accident - Motorcycle
2011-12-16,"Jagna, Bohol, Philippines",Vehicle Accident - Auto
2011-12-04,"Subic, Zambales, Philippines",Vehicle Accident - Motorcycle
2011-12-03,"Manila, Philippines",Suicide
2011-11-28,"Angeles City, Pampagna, Philippines",Suicide
2011-11-10,"San Fernando, La Union, Philippines",Vehicle Accident - Auto
2011-11-09,"Makati City, Philippines",Homicide
2011-10-27,"Negros, Occidental, Philippines",Other Accident
2011-10-06,"Angeles City, Pampagna, Philippines",Suicide
2011-09-08,"Angeles City, Pampagna, Philippines",Homicide
2011-08-28,"Paranaque City, Philippines",Other Accident
2011-08-11,"Palauig, Zambales, Philippines",Homicide
2011-08-09,"Laoag City, Ilocos Norte, Philippines",Drowning
2011-07-28,"Angeles City, Pampagna, Philippines",Homicide
2011-07-17,"Olongapo City, Zambales, Philippines",Drowning
2011-07-08,"Silang, Cavite, Philippines",Homicide
2011-05-12,"Barobo, Surigao del Sur province, Philippines",Homicide
2011-04-08,"Shimizhu Island, Bebeladan, Palawan",Maritime Accident
2011-03-30,"Cebu City, Philippines",Homicide
2011-03-14,"San Pablo City, Laguna, Philippines",Homicide
2011-03-12,"Barangay E,Rosario, Batangas, Philippines",Homicide
2011-02-22,"Pasaleng, Pagudpud, Ilocos Norte, Philippines",Homicide
2011-02-16,"Cabanatuan City, Nueva Ecija, Philippines",Homicide
2011-01-28,"Palawan, Philippines",Homicide
2011-01-27,"Koronadal, South Cotabato, Philippines",Suicide
2010-12-27,"Pasay City, Metro Manila, Philippines",Other Accident
2010-12-16,"Angeles City, Pampanga, Philippines",Homicide
2010-12-09,"Olongapo CIty, Zambales, Philippines",Vehicle Accident - Auto
2010-11-23,"Cagayan De Oro City, Misamis Oriental, Philippines",Suicide
2010-11-09,"Valencia, Negros Oriental, Philippines",Drowning
2010-10-29,"Lubang, Occidental Mindoro, Philippines",Drowning
2010-10-05,"Balanga City, Bataan, Philippines",Vehicle Accident - Auto
2010-09-20,"Iligan City, Lanao Del Norte, Philippines",Homicide
2010-09-19,"Angeles City, Pampanga, Philippines",Homicide
2010-09-17,"Iriga City, Camarines Sur, Philippines",Vehicle Accident - Bus
2010-08-30,"Mataasnakahoy, Batangas, Philippines",Homicide
2010-08-22,"Dumaguete City, Negros Oriental, Philippines",Vehicle Accident - Motorcycle
2010-08-18,"Sablan, Benguet, Philippines",Vehicle Accident - Bus
2010-08-18,"Sablan, Benguet, Philippines",Vehicle Accident - Bus
2010-08-18,"Sablan, Benguet, Philippines",Vehicle Accident - Bus
2010-08-18,"Sablan, Benguet, Philippines",Vehicle Accident - Bus
2010-08-16,"Bacolod City, Negros Occidental, Philippines",Other Accident
2010-07-22,"Angeles City, Pampanga, Philippines",Homicide
2010-07-14,"Lapu Lapu,Cebu, Philippines",Vehicle Accident - Motorcycle
2010-07-13,"Tinagong Dagat, Narra,Palawan, Philippines",Homicide
2010-07-11,"Sitio Botong, Sudlon II, Cebu City, Cebu, Philippines",Homicide
2010-07-07,"Pagadian,Zamboanga Del Sur, Philippines",Suicide
2010-06-29,"Guagua,Pampanga, Philippines",Homicide
2010-06-24,"Angeles City,Pampanga, Philippines",Vehicle Accident - Motorcycle
2010-05-31,"Romblon,Romblon, Philippines",Vehicle Accident - Motorcycle
2010-05-13,"Manila, Philippines",Other Accident
2010-05-11,"Lipa City,Batangas, Philippines",Vehicle Accident - Pedestrian
2010-04-30,"Buguias,Benguet, Philippines",Homicide
2010-04-23,"Malhiao,Badian,Cebu, Philippines",Vehicle Accident - Motorcycle
2010-04-19,"Davao Del Sur, Philippines",Vehicle Accident - Motorcycle
2010-04-19,"Angeles City,Pampanga, Philippines",Vehicle Accident - Pedestrian
2010-03-25,"San Jose Del Monte,Bulacan, Philippines",Homicide
2010-03-25,"San Jose Del Monte,Bulacan, Philippines",Homicide
2010-03-22,"San Carlos,Pangasinan, Philippines",Vehicle Accident - Auto
2010-03-18,"Pasay City, Philippines",Other Accident
2010-02-10,"Angeles City,Pampanga, Philippines",Homicide
2010-01-30,"Bacolod City,Negros Occidental, Philippines",Vehicle Accident - Auto
2010-01-29,"l,Iloilo City,Iloilo, Philippines",Homicide
2009-12-28,"Mabalacat,Pampanga, Philippines",Vehicle Accident - Auto
2009-11-10,"Lingayen,Pangasinan, Philippines",Vehicle Accident - Motorcycle
2009-10-02,"Dumanjug,Cebu, Philippines",Homicide
2009-08-26,"Lapu-Lapu City,Cebu, Philippines",Homicide
2009-08-23,"Silang,Cavite, Philippines",Drowning
2009-08-13,"Angeles City,Pampanga, Philippines",Homicide
2009-08-10,"Tagaytay,Cavite, Philippines",Homicide
2009-08-09,"Bagumbayan,Taguig City, Philippines",Homicide
2009-07-25,"Las Pinas, Philippines",Vehicle Accident - Auto
2009-07-08,"Pasig, Philippines",Other Accident
2009-06-23,"Lapu-lapu, Cebu, Philippines",Suicide
2009-06-14,"Tabza, Cavite, Philippines",Homicide
2009-06-06,"Makati City, Philippines",Suicide
2009-05-12,"Clarkview, Angeles City, Pampanga, Philippines",Suicide
2009-05-12,"Mabalacat, Pampanga, Philippines",Homicide
2009-04-16,"Tacloban City, Leyte, Philippines",Vehicle Accident - Auto
2009-04-01,"Legazpi City, Albay, Philippines",Homicide
2009-03-28,"Angat, Bulacan, Philippines",Homicide
2009-03-25,"Cebu City, Cebu, Philippines",Vehicle Accident - Motorcycle
2009-03-08,"Lapu-lapu, Cebu, Philippines",Other Accident
2009-03-05,"Angeles City, Pampanga, Phillipines",Homicide
2009-02-17,"Valencia City, Bukidnon, Philippines",Homicide
2009-01-30,"Quezon City, Philippines",Suicide
2009-01-14,"Ususan, Taguig City, Philippines",Suicide
2009-01-08,"Makati City, Manila, Philippines",Suicide
2008-09-19,"Locloc, Palauig, Zambales, Philippines",Drowning
2008-08-28,"Jaro, Iloilo, Philippines",Homicide
2008-08-17,"Cebu City, Cebu, Philippines",Homicide
2008-08-12,"Iloilo City, Iloilo, Philippines",Homicide
2008-07-14,"Lapu-lapu City, Cebul, Philippines",Homicide
2008-07-08,"Bacoor, Cavite, Philippines",Vehicle Accident - Auto
2008-07-02,"Pampanga, Philippines",Homicide
2008-04-22,"Lapu Lapu, Cebu, Phillipines",Other Accident
2008-04-04,"Pangasinan, Phillipines",Homicide
2008-03-19,"Olongapocity,zambales, Phillipines",Vehicle Accident - Auto
2008-03-15,"National Highway, Kalaklan,olongapo City,zambales",Vehicle Accident - Auto
2008-02-18,"San Marcelino, Zambales, Phillipines",Vehicle Accident - Other
2008-02-09,"Ouezon City, Phillipines",Suicide
2008-01-28,"Cavite, Phillipines",Other Accident
2008-01-10,"Quezon City,phillipines",Homicide
2007-12-25,"Manila, Philippines",Suicide
2007-12-22,"Tagibilaran City, Bohol, Phillipines",Vehicle Accident - Motorcycle
2007-09-17,"Olongapo City, Zambales",Suicide
2007-08-15,"Nasugbu, Batangas, Phillipines",Homicide
2007-07-28,"Makati City, Manila, Phillipines",Drowning
2007-07-08,"Aringay, La Union, Phillipines",Maritime Accident
2007-04-18,"Bgy Batad, Banaue, Ifugao, Phillipines",Homicide
2007-03-30,"Angeles City, Pampanga, Phillipines",Vehicle Accident - Motorcycle
2007-02-27,"Quezon City, Metro Manila, Phillipines",Homicide
2007-02-17,"Nagmisahan Cuyapo, Nueva Ecija, Phillipines",Vehicle Accident - Auto
2007-01-23,"Barangay Ili Sur, Municipality Of San Juan, La Union, Phillipines",Suicide
2007-01-07,"Basak, Kagodoy, Lapu-lapu, Cebu, Phillipines",Suicide
2007-01-03,"Brgy. Sa Roque, Barobo, Surigao Del Sur, Phillipines",Suicide
2006-12-20,"Mandaluyong City, Philippines",Vehicle Accident
